NM_001005484.1	NP_001005484.1
XM_017003896.1	XP_016859385.1
NM_198483.3	NP_940885.2
XM_011511014.2	XP_011509316.1
XM_017003897.1	XP_016859386.1
XM_017003990.1	XP_016859479.1
XM_017003991.1	XP_016859480.1
XM_017003992.1	XP_016859481.1
NM_001168298.1	NP_001161770.1
NM_001557.3	NP_001548.1
XM_005246530.3	XP_005246587.1
NM_000634.2	NP_000625.1
NM_152862.2	NP_690601.1
NM_005731.3	NP_005722.1
XM_017003113.1	XP_016858602.1
XM_017003114.1	XP_016858603.1
XM_017003115.1	XP_016858604.1
XM_011510471.1	XP_011508773.1
NM_001321950.1	NP_001308879.1
XM_017003467.1	XP_016858956.1
XM_017003468.1	XP_016858957.1
XM_017003469.1	XP_016858958.1
NM_001077194.1	NP_001070662.1
NM_001077191.1	NP_001070659.1
NM_170699.2	NP_733800.1
XM_011510743.1	XP_011509045.1
NM_001087.4	NP_001078.2
NM_001302545.1	NP_001289474.1
NM_015488.4	NP_056303.3
XM_017003771.1	XP_016859260.1
NM_001077399.2	NP_001070867.1
NM_001321430.1	NP_001308359.1
NM_001321432.1	NP_001308361.1
NM_001321435.1	NP_001308364.1
NM_001321436.1	NP_001308365.1
NM_001321433.1	NP_001308362.1
NM_001321427.1	NP_001308356.1
NM_001321428.1	NP_001308357.1
NM_001321429.1	NP_001308358.1
NM_022152.5	NP_071435.2
XM_011511627.1	XP_011509929.1
NM_001321438.1	NP_001308367.1
NM_022572.4	NP_072094.1
XM_017003772.1	XP_016859261.1
NM_001320865.1	NP_001307794.1
XM_011511148.2	XP_011509450.1
NM_198559.1	NP_940961.1
XM_005246539.4	XP_005246596.1
XM_005246541.4	XP_005246598.1
XM_011511149.2	XP_011509451.1
XM_011511150.2	XP_011509452.1
XM_017004053.1	XP_016859542.1
NM_000578.3	NP_000569.3
XM_017004767.1	XP_016860256.1
XM_017004765.1	XP_016860254.1
XM_017004766.1	XP_016860255.1
XM_005246793.3	XP_005246850.1
XM_005246794.3	XP_005246851.1
XM_006712709.3	XP_006712772.1
XM_006712710.3	XP_006712773.1
XM_011511684.2	XP_011509986.1
XM_011511685.2	XP_011509987.1
XM_006712711.3	XP_006712774.1
NM_001206878.1	NP_001193807.1
NM_021198.2	NP_067021.1
NM_182642.2	NP_872580.1
XM_017004617.1	XP_016860106.1
XM_017004618.1	XP_016860107.1
XM_011511569.2	XP_011509871.1
XM_011511570.2	XP_011509872.1
XM_017004615.1	XP_016860104.1
XM_017004616.1	XP_016860105.1
NM_007127.2	NP_009058.2
XM_005246724.1	XP_005246781.1
NM_020935.2	NP_065986.2
XM_005246720.2	XP_005246777.1
XM_005246721.3	XP_005246778.1
XM_005246722.3	XP_005246779.1
XM_011511538.2	XP_011509840.1
XM_017004577.1	XP_016860066.1
XM_011511541.2	XP_011509843.1
NM_001271634.1	NP_001258563.1
NM_005444.2	NP_005435.1
NM_001271635.1	NP_001258564.1
XM_017005248.1	XP_016860737.1
XM_011512138.2	XP_011510440.1
XM_017005249.1	XP_016860738.1
XM_017005114.1	XP_016860603.1
XM_017005115.1	XP_016860604.1
XM_011512012.1	XP_011510314.1
XM_017005116.1	XP_016860605.1
XM_005246913.2	XP_005246970.1
NM_032726.3	NP_116115.1
XM_017005117.1	XP_016860606.1
XM_017005118.1	XP_016860607.1
XM_017005119.1	XP_016860608.1
XM_017005120.1	XP_016860609.1
XM_017004872.1	XP_016860361.1
NM_001105537.2	NP_001099007.1
XM_011511789.2	XP_011510091.1
XM_017004871.1	XP_016860360.1
XM_006712730.3	XP_006712793.1
XM_011511784.2	XP_011510086.1
XM_011511785.2	XP_011510087.1
XM_011511786.2	XP_011510088.1
XM_011511787.2	XP_011510089.1
XM_011511788.2	XP_011510090.1
NM_001320717.1	NP_001307646.1
XM_017004631.1	XP_016860120.1
XM_017004632.1	XP_016860121.1
NM_001079866.1	NP_001073335.1
NM_001257342.1	NP_001244271.1
NM_001257343.1	NP_001244272.1
NM_001257344.1	NP_001244273.1
NM_004328.4	NP_004319.1
XM_006712678.1	XP_006712741.1
NM_001318836.1	NP_001305765.1
XM_017004633.1	XP_016860122.1
XM_017004634.1	XP_016860123.1
XM_005246748.2	XP_005246805.1
XM_005246749.3	XP_005246806.1
NM_022453.2	NP_071898.2
XM_017004695.1	XP_016860184.1
NM_015690.4	NP_056505.2
XM_005246464.1	XP_005246521.1
XM_017003804.1	XP_016859293.1
NM_001243313.1	NP_001230242.1
XM_011510959.1	XP_011509261.1
XM_011510960.1	XP_011509262.1
XM_017003805.1	XP_016859294.1
XM_011510961.1	XP_011509263.1
XM_017005387.1	XP_016860876.1
XM_017005388.1	XP_016860877.1
XM_017005389.1	XP_016860878.1
XM_017005390.1	XP_016860879.1
XM_017005391.1	XP_016860880.1
NM_014640.4	NP_055455.3
XM_006712875.2	XP_006712938.1
XM_017005392.1	XP_016860881.1
NM_000784.3	NP_000775.1
XM_017003488.1	XP_016858977.1
XM_017004343.1	XP_016859832.1
NM_017431.2	NP_059127.2
NM_006522.3	NP_006513.1
XM_011511929.2	XP_011510231.1
XM_011511930.1	XP_011510232.1
NM_025216.2	NP_079492.2
NM_003936.4	NP_003927.1
NM_017521.2	NP_059991.1
NM_057093.1	NP_476434.1
NM_057094.1	NP_476435.1
XM_017003753.1	XP_016859242.1
XM_011510916.1	XP_011509218.1
XM_011510910.1	XP_011509212.1
XM_011510903.1	XP_011509205.1
XM_011510904.2	XP_011509206.1
NM_194302.3	NP_919278.2
XM_017003752.1	XP_016859241.1
XM_011510908.1	XP_011509210.1
XM_011510909.1	XP_011509211.1
XM_017003754.1	XP_016859243.1
XM_017003755.1	XP_016859244.1
XM_011510911.1	XP_011509213.1
XM_011510912.1	XP_011509214.1
XM_011510914.1	XP_011509216.1
XM_011510915.1	XP_011509217.1
XM_011510921.1	XP_011509223.1
XM_011510919.1	XP_011509221.1
NM_001278295.1	NP_001265224.1
NM_001278296.1	NP_001265225.1
NM_152389.3	NP_689602.2
NM_002181.3	NP_002172.2
NM_024782.2	NP_079058.1
NM_144712.4	NP_653313.3
NM_001144889.1	NP_001138361.1
NM_001144890.1	NP_001138362.1
NM_001321391.1	NP_001308320.1
NM_001321390.1	NP_001308319.1
NM_001321389.1	NP_001308318.1
NM_015680.5	NP_056495.3
NM_024293.5	NP_077269.3
XM_005246848.2	XP_005246905.1
NM_001321109.1	NP_001308038.1
NM_001321110.1	NP_001308039.1
XM_006712285.1	XP_006712348.1
XM_006712286.3	XP_006712349.1
XM_017003368.1	XP_016858857.1
NM_138802.2	NP_620157.1
NM_001270998.1	NP_001257927.1
NM_001270999.1	NP_001257928.1
NM_005689.2	NP_005680.1
NM_001077198.2	NP_001070666.1
NM_024085.4	NP_076990.4
NM_018089.2	NP_060559.2
NM_001042410.1	NP_001035869.1
XM_011511392.2	XP_011509694.1
XM_017004421.1	XP_016859910.1
XM_005246663.2	XP_005246720.1
XM_017004420.1	XP_016859909.1
NM_001282792.1	NP_001269721.1
XM_017004895.1	XP_016860384.1
NM_001286427.1	NP_001273356.1
NM_024506.4	NP_078782.3
NM_001286423.1	NP_001273352.1
XM_011511813.2	XP_011510115.1
NM_001008910.2	NP_001008910.1
XM_011512067.2	XP_011510369.1
XM_017005160.1	XP_016860649.1
NM_006000.2	NP_005991.1
NM_001278552.1	NP_001265481.1
XM_017004824.1	XP_016860313.1
NM_001039550.1	NP_001034639.1
NM_006736.5	NP_006727.2
XM_017004612.1	XP_016860101.1
NM_001199763.1	NP_001186692.1
XM_011511566.1	XP_011509868.1
NM_002846.3	NP_002837.1
XM_017004610.1	XP_016860099.1
XM_017004611.1	XP_016860100.1
XM_017004609.1	XP_016860098.1
NM_001199764.1	NP_001186693.1
NM_001007089.3	NP_001007090.3
XM_011511165.2	XP_011509467.1
XM_017004079.1	XP_016859568.1
XM_011511167.2	XP_011509469.1
NM_001319117.1	NP_001306046.1
NM_001319116.1	NP_001306045.1
NM_001319120.1	NP_001306049.1
NM_012100.3	NP_036232.2
NM_001319118.1	NP_001306047.1
NM_001319119.1	NP_001306048.1
NM_001319121.1	NP_001306050.1
NM_001319122.1	NP_001306051.1
NM_001927.3	NP_001918.3
XM_011510483.2	XP_011508785.2
XM_017003157.1	XP_016858646.1
XM_011510479.2	XP_011508781.1
NM_005876.4	NP_005867.3
XM_005246237.2	XP_005246294.1
XM_006712189.3	XP_006712252.1
XM_005246239.2	XP_005246296.1
XM_017003159.1	XP_016858648.1
XM_017003161.1	XP_016858650.1
XM_017003162.1	XP_016858651.1
XM_005246242.4	XP_005246299.1
XM_017003158.1	XP_016858647.1
XM_005246240.2	XP_005246297.1
XM_005246241.1	XP_005246298.1
XM_006712193.3	XP_006712256.1
NM_001173476.1	NP_001166947.1
XM_017003160.1	XP_016858649.1
NM_001286811.1	NP_001273740.1
XM_011510469.2	XP_011508771.1
XM_017003906.1	XP_016859395.1
XM_017003907.1	XP_016859396.1
XM_017003908.1	XP_016859397.1
XM_005246483.3	XP_005246540.1
XM_011511032.2	XP_011509334.1
XM_017003909.1	XP_016859398.1
XM_017003910.1	XP_016859399.1
XM_017003911.1	XP_016859400.1
NM_013335.3	NP_037467.2
NM_205847.2	NP_995319.1
XM_005246486.3	XP_005246543.1
XM_017003912.1	XP_016859401.1
XM_017003913.1	XP_016859402.1
XM_017003914.1	XP_016859403.1
XM_017003915.1	XP_016859404.1
XM_017003916.1	XP_016859405.1
XM_017003917.1	XP_016859406.1
XM_005246671.2	XP_005246728.2
NM_182847.2	NP_878267.2
XM_017004439.1	XP_016859928.1
NM_024536.5	NP_078812.2
NM_001195731.1	NP_001182660.1
XM_011511838.2	XP_011510140.1
XM_017003367.1	XP_016858856.1
NM_001005209.2	NP_001005209.1
NM_001303098.1	NP_001290027.1
XM_017003700.1	XP_016859189.1
XM_017003699.1	XP_016859188.1
XM_017003698.1	XP_016859187.1
XM_011510857.2	XP_011509159.1
XM_017003697.1	XP_016859186.1
NM_015311.2	NP_056126.1
XM_017003696.1	XP_016859185.1
XM_005246424.4	XP_005246481.1
XM_011510863.2	XP_011509165.1
XM_005246427.4	XP_005246484.1
NM_001173431.1	NP_001166902.1
XM_011510866.2	XP_011509168.1
XM_011510864.2	XP_011509166.1
XM_011510865.2	XP_011509167.1
NM_001173408.1	NP_001166879.1
NM_002191.3	NP_002182.1
NM_052902.3	NP_443134.3
XM_011510527.2	XP_011508829.1
XM_011510526.1	XP_011508828.1
XM_011510529.1	XP_011508831.1
XM_011510528.2	XP_011508830.1
NM_201574.2	NP_963868.2
XM_005246789.4	XP_005246846.1
NM_005070.3	NP_005061.2
XM_011511665.2	XP_011509967.1
XM_005246790.4	XP_005246847.1
XM_011511667.2	XP_011509969.1
NM_004438.4	NP_004429.1
NM_001304536.1	NP_001291465.1
NM_001304537.1	NP_001291466.1
XM_005246374.2	XP_005246431.1
NM_181459.3	NP_852124.1
NM_181460.3	NP_852125.1
NM_181461.3	NP_852126.1
NM_001127366.2	NP_001120838.1
NM_181458.3	NP_852123.1
NM_181457.3	NP_852122.1
NM_013942.4	NP_039230.1
NM_000438.5	NP_000429.2
XM_017003466.1	XP_016858955.1
NM_153038.1	NP_694583.1
NM_152386.3	NP_689599.2
NM_001320833.1	NP_001307762.1
NM_001320834.1	NP_001307763.1
XM_017003355.1	XP_016858844.1
NM_005687.4	NP_005678.3
XM_017003110.1	XP_016858599.1
XM_006712169.2	XP_006712232.1
XM_011510466.2	XP_011508768.1
NM_058165.2	NP_477513.2
XM_017003584.1	XP_016859073.1
NM_004457.3	NP_004448.2
NM_203372.1	NP_976251.1
NM_080671.3	NP_542402.3
NM_003469.4	NP_003460.2
XM_011510600.2	XP_011508902.1
NM_001039569.1	NP_001034658.1
NM_020830.4	NP_065881.1
XM_011511668.2	XP_011509970.1
NM_022915.3	NP_075066.1
XM_017004730.1	XP_016860219.1
XM_017004731.1	XP_016860220.1
NM_001136530.1	NP_001130002.1
XM_005246641.2	XP_005246698.1
XM_017004331.1	XP_016859820.1
XM_017004332.1	XP_016859821.1
NM_001136528.1	NP_001130000.1
XM_017004329.1	XP_016859818.1
XM_017004330.1	XP_016859819.1
NM_006216.3	NP_006207.1
NM_001122779.1	NP_001116251.1
NM_024785.2	NP_079061.2
NM_001257197.1	NP_001244126.1
NM_003590.4	NP_003581.1
NM_001257198.1	NP_001244127.1
XM_011511994.2	XP_011510296.1
XM_006712800.2	XP_006712863.2
XM_011511995.1	XP_011510297.1
XM_011511996.2	XP_011510298.1
NM_014689.2	NP_055504.2
XM_005246673.4	XP_005246730.1
NM_001290263.1	NP_001277192.1
XM_017004447.1	XP_016859936.1
XM_006712617.3	XP_006712680.1
XM_017004443.1	XP_016859932.1
XM_017004446.1	XP_016859935.1
XM_017004444.1	XP_016859933.1
XM_017004442.1	XP_016859931.1
XM_017004441.1	XP_016859930.1
XM_017004445.1	XP_016859934.1
XM_017004564.1	XP_016860053.1
XM_011511524.1	XP_011509826.1
NM_020864.1	NP_065915.1
XM_005246708.3	XP_005246765.1
NM_005544.2	NP_005535.1
XM_017005083.1	XP_016860572.1
XM_017005084.1	XP_016860573.1
XM_017005085.1	XP_016860574.1
XM_017005086.1	XP_016860575.1
XM_017005087.1	XP_016860576.1
XM_017005088.1	XP_016860577.1
XM_017005089.1	XP_016860578.1
XM_017005090.1	XP_016860579.1
XM_017005091.1	XP_016860580.1
XM_017005092.1	XP_016860581.1
NM_001167608.1	NP_001161080.1
NM_032276.3	NP_115652.2
XM_017005093.1	XP_016860582.1
XM_017005094.1	XP_016860583.1
XM_017005095.1	XP_016860584.1
XM_011510565.2	XP_011508867.1
XM_017003300.1	XP_016858789.1
XM_011510569.2	XP_011508871.1
XM_011510570.2	XP_011508872.1
XM_017003298.1	XP_016858787.1
XM_011510561.2	XP_011508863.1
XM_011510562.2	XP_011508864.1
XM_011510566.2	XP_011508868.1
XM_011510567.2	XP_011508869.1
XM_011510559.2	XP_011508861.1
XM_011510560.2	XP_011508862.1
XM_005246282.3	XP_005246339.1
XM_011510558.2	XP_011508860.1
XM_011510557.2	XP_011508859.1
XM_017003297.1	XP_016858786.1
XM_006712246.3	XP_006712309.1
NM_000092.4	NP_000083.3
XM_005246281.3	XP_005246338.1
XM_011510572.2	XP_011508874.1
XM_017003296.1	XP_016858785.1
XM_017003299.1	XP_016858788.1
XM_011510568.2	XP_011508870.1
NM_000091.4	NP_000082.2
XM_005246277.3	XP_005246334.1
XM_011510555.1	XP_011508857.1
XM_006712245.3	XP_006712308.1
XM_017003295.1	XP_016858784.1
XM_005246280.3	XP_005246337.1
XM_011510556.2	XP_011508858.1
NM_020194.5	NP_064579.3
NM_001277061.1	NP_001263990.1
XM_011511500.1	XP_011509802.1
XM_005246681.3	XP_005246738.1
XM_005246685.3	XP_005246742.1
XM_005246686.3	XP_005246743.1
XM_017004512.1	XP_016860001.1
XM_005246682.1	XP_005246739.1
XM_005246684.1	XP_005246741.1
XM_005246687.3	XP_005246744.1
XM_005246688.1	XP_005246745.1
XM_005246683.1	XP_005246740.1
XM_006712637.1	XP_006712700.1
XM_011511501.1	XP_011509803.1
XM_017004515.1	XP_016860004.1
NM_001277063.1	NP_001263992.1
NM_001277062.1	NP_001263991.1
XM_006712638.1	XP_006712701.1
XM_017004513.1	XP_016860002.1
XM_017004514.1	XP_016860003.1
NM_001277068.1	NP_001263997.1
NM_001277064.1	NP_001263993.1
XM_006712639.2	XP_006712702.1
NM_001277065.1	NP_001263994.1
NM_001277066.1	NP_001263995.1
NM_001277067.1	NP_001263996.1
NM_024795.3	NP_079071.2
XM_011511876.2	XP_011510178.1
XM_006712478.3	XP_006712541.1
XM_006712479.3	XP_006712542.1
XM_005246516.3	XP_005246573.1
NM_001135187.1	NP_001128659.1
XM_006712480.3	XP_006712543.1
NM_004504.4	NP_004495.2
NM_001135188.1	NP_001128660.1
NM_001135189.1	NP_001128661.1
XM_006712481.3	XP_006712544.1
XM_017003954.1	XP_016859443.1
NM_020161.3	NP_064546.3
NM_001162483.1	NP_001155955.1
XM_017005031.1	XP_016860520.1
XM_011511931.2	XP_011510233.1
XM_017005030.1	XP_016860519.1
NM_025243.3	NP_079519.1
XM_011511932.1	XP_011510234.1
XM_011511933.1	XP_011510235.1
XM_017005032.1	XP_016860521.1
XM_017005033.1	XP_016860522.1
XM_017005034.1	XP_016860523.1
XM_005246874.3	XP_005246931.1
NM_004591.2	NP_004582.1
NM_001130046.1	NP_001123518.1
NM_178821.1	NP_849143.1
XM_011510755.1	XP_011509057.1
XM_017003490.1	XP_016858979.1
NM_030623.3	NP_085126.2
NM_001142644.1	NP_001136116.1
XM_006712778.3	XP_006712841.1
XM_006712777.3	XP_006712840.1
XM_011511925.2	XP_011510227.1
XM_005246870.4	XP_005246927.1
XM_017004407.1	XP_016859896.1
NM_001100818.1	NP_001094288.1
XM_017004404.1	XP_016859893.1
NM_017933.4	NP_060403.3
XM_017004405.1	XP_016859894.1
XM_011511384.2	XP_011509686.1
XM_017004406.1	XP_016859895.1
XM_005246950.2	XP_005247007.1
NM_139072.3	NP_620711.3
NM_001284216.1	NP_001271145.1
XM_017005291.1	XP_016860780.1
NM_004238.2	NP_004229.1
XM_017005292.1	XP_016860781.1
XM_017005293.1	XP_016860782.1
XM_017005287.1	XP_016860776.1
XM_017005288.1	XP_016860777.1
XM_017005286.1	XP_016860775.1
XM_005246962.4	XP_005247019.1
NM_001284215.1	NP_001271144.1
XM_017005285.1	XP_016860774.1
XM_005246961.3	XP_005247018.1
XM_006712852.3	XP_006712915.1
XM_011512183.2	XP_011510485.1
XM_017005290.1	XP_016860779.1
XM_017005284.1	XP_016860773.1
XM_017005289.1	XP_016860778.1
XM_017005282.1	XP_016860771.1
XM_005246960.4	XP_005247017.1
XM_017005283.1	XP_016860772.1
XM_017005281.1	XP_016860770.1
NM_001284214.1	NP_001271143.1
XM_017005279.1	XP_016860768.1
XM_017005280.1	XP_016860769.1
XM_017005275.1	XP_016860764.1
XM_017005276.1	XP_016860765.1
XM_017005277.1	XP_016860766.1
XM_017005278.1	XP_016860767.1
XM_005246956.4	XP_005247013.1
XM_005246958.4	XP_005247015.1
XM_005246957.4	XP_005247014.1
XM_017005272.1	XP_016860761.1
XM_017005273.1	XP_016860762.1
XM_017005274.1	XP_016860763.1
XM_005246954.4	XP_005247011.1
XM_005246955.4	XP_005247012.1
XM_011512180.2	XP_011510482.1
XM_011512181.2	XP_011510483.1
NM_174899.4	NP_777559.3
XM_005246317.1	XP_005246374.1
XM_005246353.3	XP_005246410.1
XM_017003480.1	XP_016858969.1
NM_152527.4	NP_689740.2
XM_011510751.2	XP_011509053.1
XM_011510752.1	XP_011509054.1
XM_011511090.2	XP_011509392.1
XM_006712489.3	XP_006712552.1
XM_006712487.3	XP_006712550.1
XM_017003968.1	XP_016859457.1
XM_011511088.2	XP_011509390.1
XM_011511091.2	XP_011509393.1
XM_005246525.3	XP_005246582.1
NM_004509.3	NP_004500.3
XM_011511089.2	XP_011509391.1
NM_080424.2	NP_536349.2
XM_011511092.2	XP_011509394.1
XM_017003969.1	XP_016859458.1
NM_001185015.1	NP_001171944.1
NM_004510.3	NP_004501.3
XM_017003970.1	XP_016859459.1
XM_006712223.3	XP_006712286.1
NM_007237.4	NP_009168.4
XM_011510516.1	XP_011508818.1
NM_001278451.1	NP_001265380.1
XM_011510515.1	XP_011508817.1
XM_005246254.2	XP_005246311.1
XM_011510519.1	XP_011508821.1
XM_017003241.1	XP_016858730.1
XM_005246256.2	XP_005246313.1
XM_005246255.2	XP_005246312.1
XM_017003252.1	XP_016858741.1
XM_005246253.2	XP_005246310.1
XM_017003240.1	XP_016858729.1
NM_001278452.1	NP_001265381.1
XM_017003249.1	XP_016858738.1
XM_005246252.2	XP_005246309.1
XM_017003239.1	XP_016858728.1
XM_017003243.1	XP_016858732.1
XM_017003248.1	XP_016858737.1
XM_017003245.1	XP_016858734.1
NM_001278453.1	NP_001265382.1
XM_011510520.1	XP_011508822.1
XM_017003242.1	XP_016858731.1
XM_017003247.1	XP_016858736.1
XM_017003246.1	XP_016858735.1
XM_017003250.1	XP_016858739.1
NM_001005176.2	NP_001005176.1
XM_011510517.2	XP_011508819.1
XM_011510518.2	XP_011508820.1
XM_017003244.1	XP_016858733.1
XM_017003251.1	XP_016858740.1
XM_017003253.1	XP_016858742.1
XM_017005294.1	XP_016860783.1
XM_017005295.1	XP_016860784.1
XM_017005298.1	XP_016860787.1
XM_017005296.1	XP_016860785.1
XM_017005297.1	XP_016860786.1
XM_017005299.1	XP_016860788.1
NM_138402.4	NP_612411.4
XM_017005300.1	XP_016860789.1
XM_006712855.2	XP_006712918.1
XM_006712856.2	XP_006712919.1
NM_001308162.1	NP_001295091.1
NM_001308163.1	NP_001295092.1
XM_006712858.3	XP_006712921.1
XM_011512190.2	XP_011510492.1
XM_011512191.1	XP_011510493.1
XM_017005301.1	XP_016860790.1
NM_001080391.1	NP_001073860.1
NM_003113.3	NP_003104.2
NM_001206701.1	NP_001193630.1
NM_001206702.1	NP_001193631.1
NM_001206703.1	NP_001193632.1
NM_001206704.1	NP_001193633.1
NM_001130849.1	NP_001124321.1
NM_001130850.1	NP_001124322.1
NM_016289.3	NP_057373.1
XM_011511350.2	XP_011509652.1
NM_030926.5	NP_112188.1
NM_001287241.1	NP_001274170.1
NM_001012516.2	NP_001012534.1
NM_001012514.2	NP_001012532.1
NM_001287240.1	NP_001274169.1
NM_005683.3	NP_005674.2
XM_005246952.3	XP_005247009.1
XM_011512175.2	XP_011510477.1
XM_011512176.2	XP_011510478.1
XM_017003363.1	XP_016858852.1
NM_139073.3	NP_620712.2
XM_005246303.2	XP_005246360.1
NM_001144994.1	NP_001138466.1
NM_002807.3	NP_002798.2
NM_001191037.1	NP_001177966.1
XM_017004517.1	XP_016860006.1
XM_006712482.2	XP_006712545.1
NM_000867.4	NP_000858.3
NM_001320758.1	NP_001307687.1
XM_005246520.3	XP_005246577.1
XM_011511912.1	XP_011510214.1
XM_011511910.1	XP_011510212.1
XM_017005022.1	XP_016860511.1
XM_017005021.1	XP_016860510.1
XM_017005025.1	XP_016860514.1
XM_017005020.1	XP_016860509.1
XM_011511908.2	XP_011510210.1
XM_011511909.2	XP_011510211.1
XM_017005024.1	XP_016860513.1
XM_011511913.2	XP_011510215.1
XM_017005018.1	XP_016860507.1
XM_017005019.1	XP_016860508.1
XM_011511905.1	XP_011510207.1
XM_011511906.1	XP_011510208.1
XM_011511907.1	XP_011510209.1
XM_017005023.1	XP_016860512.1
NM_001271466.2	NP_001258395.1
XM_011511911.1	XP_011510213.1
XM_011511914.2	XP_011510216.1
XM_017005026.1	XP_016860515.1
NM_025139.5	NP_079415.3
NM_001291656.1	NP_001278585.1
XM_011511916.2	XP_011510218.1
XM_011511915.2	XP_011510217.1
XM_011511919.2	XP_011510221.1
NM_145236.2	NP_660279.1
XM_005246953.1	XP_005247010.1
XM_011512292.1	XP_011510594.1
XM_011512293.1	XP_011510595.1
NM_005381.2	NP_005372.2
XM_006712196.3	XP_006712259.1
XM_006712195.3	XP_006712258.1
XM_011510488.2	XP_011508790.1
NM_006056.4	NP_006047.3
XM_011510487.2	XP_011508789.1
XM_011510489.2	XP_011508791.1
NM_152614.2	NP_689827.2
NM_001099285.1	NP_001092755.1
NM_002823.4	NP_002814.3
XM_011511522.2	XP_011509824.1
XM_011511518.1	XP_011509820.1
XM_011511519.1	XP_011509821.1
XM_011511520.1	XP_011509822.1
XM_011511521.1	XP_011509823.1
NM_002601.3	NP_002592.1
XM_011511342.1	XP_011509644.1
NM_001291018.1	NP_001277947.1
NM_001282949.2	NP_001269878.1
XM_017004716.1	XP_016860205.1
NM_022730.3	NP_073567.1
NM_001282951.2	NP_001269880.1
XM_006712693.1	XP_006712756.1
NM_001308381.1	NP_001295310.1
NM_001282950.2	NP_001269879.1
XM_017004717.1	XP_016860206.1
NM_001282952.2	NP_001269881.1
XM_011511638.1	XP_011509940.1
XM_011511639.1	XP_011509941.1
XM_011511640.1	XP_011509942.1
NM_024409.3	NP_077720.1
XM_011511245.2	XP_011509547.1
NM_001257281.1	NP_001244210.1
NM_152383.4	NP_689596.4
NM_001257282.1	NP_001244211.1
NM_001632.4	NP_001623.3
NM_031313.2	NP_112603.2
NM_001631.4	NP_001622.2
NM_001290787.1	NP_001277716.1
NM_004826.3	NP_004817.2
NM_001195129.1	NP_001182058.1
NM_000751.2	NP_000742.1
NM_001256657.1	NP_001243586.1
XM_011510524.2	XP_011508826.1
NM_001311195.1	NP_001298124.1
NM_001311196.1	NP_001298125.1
NM_005199.4	NP_005190.4
NM_145702.2	NP_663748.1
NM_001276336.1	NP_001263265.1
NM_001276337.1	NP_001263266.1
NM_001282958.1	NP_001269887.1
XM_017005377.1	XP_016860866.1
NM_004846.3	NP_004837.1
XM_005246975.3	XP_005247032.1
XM_011512206.2	XP_011510508.1
NM_001243252.1	NP_001230181.1
NM_025202.3	NP_079478.1
XM_011511924.2	XP_011510226.1
NM_001308395.1	NP_001295324.1
NM_001103147.1	NP_001096617.1
NM_001103146.1	NP_001096616.1
NM_015575.3	NP_056390.2
NM_001103148.1	NP_001096618.1
NM_002242.4	NP_002233.2
NM_001172417.1	NP_001165888.1
NM_001172416.1	NP_001165887.1
XM_017004080.1	XP_016859569.1
XM_017004081.1	XP_016859570.1
XM_017004082.1	XP_016859571.1
XM_017004083.1	XP_016859572.1
XM_017004084.1	XP_016859573.1
NM_206895.1	NP_996778.1
NM_019850.2	NP_062824.2
XM_011510923.2	XP_011509225.1
NM_001114090.1	NP_001107562.1
XM_011510924.1	XP_011509226.1
XM_011510925.1	XP_011509227.1
NM_005383.2	NP_005374.2
NM_001017915.2	NP_001017915.1
NM_005541.4	NP_005532.2
XM_017004004.1	XP_016859493.1
XM_005246082.2	XP_005246139.1
NM_030803.6	NP_110430.5
NM_017974.3	NP_060444.3
XM_006712608.2	XP_006712671.1
XM_005246084.2	XP_005246141.1
XM_005246086.2	XP_005246143.1
NM_198890.2	NP_942593.2
NM_001190266.1	NP_001177195.1
NM_001190267.1	NP_001177196.1
NM_000541.4	NP_000532.2
XM_017004641.1	XP_016860130.1
XM_017004642.1	XP_016860131.1
XM_017004643.1	XP_016860132.1
XM_011511593.2	XP_011509895.1
XM_011511594.1	XP_011509896.1
XM_011511596.1	XP_011509898.1
NM_152879.2	NP_690618.2
XM_017005138.1	XP_016860627.1
XM_011512029.2	XP_011510331.1
XM_011512028.2	XP_011510330.1
XM_011512033.2	XP_011510335.1
XM_011512039.2	XP_011510341.1
XM_011512030.2	XP_011510332.1
NM_003648.2	NP_003639.2
XM_011512031.2	XP_011510333.1
XM_011512032.2	XP_011510334.1
XM_017005139.1	XP_016860628.1
